ComplexID	ComplexName	Organism	Synonyms	Cell.line	subunits.UniProt.IDs.	subunits.Entrez.IDs.	Protein.complex.purification.method	GO.ID	GO.description	FunCat.ID	FunCat.description	PubMed.ID	subunits.Protein.name.	subunits.Gene.name.	subunits.Gene.name.syn.	Disease.comment	Subunits.comment	Complex.comment	SWISSPROT.organism	Num.Uniprot.IDs	MyListOverlap	querysize	expected	FCEnrichment	pvalue	Comparisons
648	HDAC1-associated core complex cI	Human	None	None	O60341;Q13547;Q9UKL0	23028;3065;23186	MI:0006- anti bait coimmunoprecipitation; MI:0007- anti tag coimmunoprecipitation; MI:0029- cosedimentation through density gradients	GO:0006265;GO:0045892;GO:0006473;GO:0006476;GO:0018126;GO:0006479;GO:0003677;GO:0051276;GO:0005634	DNA topological change;negative regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;protein hydroxylation;protein methylation;DNA binding;chromosome organization;nucleus	10.01.09.05;11.02.03.04.03;14.07.04;14.07.09;16.03.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription repression;modification by acetylation, deacetylation;posttranslational modification of amino acids (e.g. hydroxylation, methylation);DNA binding;organization of chromosome structure;nucleus	11102443	Lysine-specific histone demethylase 1A;Histone deacetylase 1;REST corepressor 1	KDM1A;HDAC1;RCOR1	AOF2 KDM1 KIAA0601 LSD1;RPD3L1;KIAA0071 RCOR	None	Another subunit of the complex was found in the analysis, which has not been further characterized: p37.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	2160	1.83777651730006	1.63240740740741	0	Cal33-HSC6
745	NCOR-SIN3-RPD3 complex	Human	None	MCF-7 cells	O75182;Q92769;Q96ST3;Q9Y618	23309;3066;25942;9612	MI:0006- anti bait coimmunoprecipitation	GO:0006265;GO:0045892;GO:0032774;GO:0006473;GO:0006476;GO:0009755;GO:0023052;GO:0051276;GO:0005634	DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein acetylation;protein deacetylation;hormone-mediated signaling pathway;signaling;chromosome organization;nucleus	10.01.09.05;11.02.03.04.03;11.02;14.07.04;30.01.09.08;30.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription repression;RNA synthesis;modification by acetylation, deacetylation;hormone mediated signal transduction;cellular signalling;organization of chromosome structure;nucleus	9139820	Paired amphipathic helix protein Sin3b;Histone deacetylase 2;Paired amphipathic helix protein Sin3a;Nuclear receptor corepressor 2	SIN3B;HDAC2;SIN3A;NCOR2	KIAA0700;None;None;CTG26	None	None	The authors predict that the ligand-induced switch of heterodimeric nuclear receptors from repressor to activator functions involves the exchange of complexes containing histone deacetylases with those that have histone acetylase activity.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	4	2160	2.45036868973341	1.63240740740741	0	Cal33-HSC6
747	NCOR-SIN3-HDAC1 complex	Human	None	HL-60 cells	Q13547;Q96ST3;Q9Y618	3065;25942;9612	MI:0096- pull down	GO:0006265;GO:0045892;GO:0032774;GO:0006473;GO:0006476;GO:0009755;GO:0023052;GO:0051276;GO:0005634	DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein acetylation;protein deacetylation;hormone-mediated signaling pathway;signaling;chromosome organization;nucleus	10.01.09.05;11.02.03.04.03;11.02;14.07.04;30.01.09.08;30.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription repression;RNA synthesis;modification by acetylation, deacetylation;hormone mediated signal transduction;cellular signalling;organization of chromosome structure;nucleus	9150137	Histone deacetylase 1;Paired amphipathic helix protein Sin3a;Nuclear receptor corepressor 2	HDAC1;SIN3A;NCOR2	RPD3L1;None;CTG26	None	None	N-CoR directly interact with mSin3A.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	2160	1.83777651730006	1.63240740740741	0	Cal33-HSC6
749	MeCP2-SIN3A-HDAC complex	Human	None	HeLa cells	P51608;Q13547;Q92769;Q96ST3	4204;3065;3066;25942	MI:0096- pull down	GO:0006265;GO:0045892;GO:0032774;GO:0006473;GO:0006476;GO:0003677;GO:0009792;GO:0051276;GO:0005634	DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein acetylation;protein deacetylation;DNA binding;embryo development ending in birth or egg hatching;chromosome organization;nucleus	10.01.09.05;11.02.03.04.03;11.02;14.07.04;16.03.01;41.05.04.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription repression;RNA synthesis;modification by acetylation, deacetylation;DNA binding;early embryogenesis;organization of chromosome structure;nucleus	9620804	Methyl-CpG-binding protein 2 ;Histone deacetylase 1;Histone deacetylase 2;Paired amphipathic helix protein Sin3a	MECP2;HDAC1;HDAC2;SIN3A	;RPD3L1;None;None	None	None	MeCp binds specifically to methylated DNA, thus linking two global mechanisms of gene regulation, DNA methylation and histone deacetylation.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	4	2160	2.45036868973341	1.63240740740741	0	Cal33-HSC6
772	eIF4AIII-Btz complex	Human	None	None	O15234;P38919	22794;9775	MI:0071- molecular sieving; MI:0114- x-ray crystallography	GO:0043488	regulation of mRNA stability	11.04.03.11	control of mRNA stability	16923391	Protein CASC3 ;Eukaryotic initiation factor 4A-III	CASC3;EIF4A3	MLN51;DDX48, KIAA0111	None	None	The 3.0 Angstroem resolution structure of the eIF4AIII-Btz subcomplex reveals a dramatic conformational change of the helicase domains as compared to EJC bound eIF4AIII. More generally, the authors propose that similarly to what observed for protein kinases, members of the DEAD-box family of proteins are likely to adopt a similar structure in their 'on' state (when bound to ATP and RNA) despite having different conformations in their 'off' states.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
805	SNARE complex (STX4, SNAP23)	Human	None	None	O00161;Q12846	8773;6810	MI:0019- coimmunoprecipitation	GO:0006906;GO:0048489;GO:0016079	vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis	20.09.07.27;20.09.16.09.05	vesicle fusion;synaptic vesicle exocytosis	10961877	Synaptosomal-associated protein 23;Syntaxin-4	SNAP23;STX4	None;STX4A	None	None	SNARE (N-ethylmaleimide-sensitive factor attachment protein receptor) complexes are responsible for membrane fusion in the secretory pathway.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
817	MRIP-MBS complex	Human	None	None	O14974;Q6WCQ1	4659;23164	MI:0096- pull down	GO:0005515	protein binding	16.01	protein binding	14506264	Protein phosphatase 1 regulatory subunit 12A ;Myosin phosphatase Rho-interacting protein	PPP1R12A;MPRIP	MBS MYPT1;KIAA0864 MRIP RHOIP3	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
847	RICH1-PAR3-aPKC polarity complex	Human	None	epithelium	P41743;Q68EM7;Q8TEW0	5584;55114;56288	MI:0007- anti tag coimmunoprecipitation	GO:0008104;GO:0005096;GO:0043547;GO:0007186;GO:0051211;GO:0007043;GO:0030054	protein localization;GTPase activator activity;positive regulation of GTPase activity;G-protein coupled receptor signaling pathway;anisotropic cell growth;cell-cell junction assembly;cell junction	18.01.03;18.02.01.01.01;30.05.02.24;40.01.03;42.06.04;70.06	regulation by localization;GTPase activator (GAP);G-protein coupled receptor signalling pathway;directional cell growth (morphogenesis);intercellular junction (gap junction/adherens junction);cell junction	16678097	Protein kinase C iota type;Rho GTPase-activating protein 17;Partitioning defective 3 homolog	PRKCI;ARHGAP17;PARD3	DXS1179E;RICH1;PAR3, PAR3A	None	None	Immunoblotting revealed aPKC and the 100 kDa isoform of Par-3, but not Par-6, in Rich1 immunoprecipitates. Par-3 and aPKC likely associate with Rich1 at lower levels than Pals1 and Patj since they were not identified by MS (see complex 846).	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	2160	1.83777651730006	1.63240740740741	0	Cal33-HSC6
862	DNMT1-G9a complex	Human	None	None	P26358;Q96KQ7	1786;10919	MI:0019- coimmunoprecipitation; MI:0096- pull down	GO:0006260;GO:0006306;GO:0000084;GO:0018126;GO:0006479;GO:0051276;GO:0005634	DNA replication;DNA methylation;mitotic S phase;protein hydroxylation;protein methylation;chromosome organization;nucleus	10.01.03;10.01.09.01;10.03.01.01.05;14.07.09;42.10.03;70.10	DNA synthesis and replication;DNA methylation;S phase of mitotic cell cycle;posttranslational modification of amino acids (e.g. hydroxylation, methylation);organization of chromosome structure;nucleus	17085482	DNA ;Histone-lysine N-methyltransferase EHMT2	DNMT1;EHMT2	AIM CXXC9 DNMT;BAT8 C6orf30 G9A KMT1C NG36	None	None	Direct cooperation between DNMT1 and G9a provides a mechanism of coordinated DNA and H3K9 methylation during cell division. The complex of DNMT1 and G9a led to enhanced DNA and histone methylation of in vitro assembled chromatin substrates.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
921	Remodeling and spacing factor (RSF) complex	Human	None	None	O60264;Q96T23	8467;51773	MI:0091- chromatography technologies	GO:0009117;GO:0006265;GO:0006352;GO:0051276;GO:0005634	nucleotide metabolic process;DNA topological change;DNA-templated transcription, initiation;chromosome organization;nucleus	01.03;10.01.09.05;11.02.03.01.01;42.10.03;70.10	nucleotide/nucleoside/nucleobase metabolism;DNA conformation modification (e.g. chromatin);transcription initiation;organization of chromosome structure;nucleus	9836642	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Remodeling and spacing factor 1	SMARCA5;RSF1	SNF2H WCRF135;HBXAP XAP8	None	None	RSF facilitates transcription initiation by remodeling nucleosomes in the promoter region to allow the formation of preinitiation complexes.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
926	SCRIB-LGL2 complex	Human	None	MDCK cells, HEK 293 cells	Q14160;Q6P1M3	23513;3993	MI:0276- blue native page; MI:0019- coimmunoprecipitation; MI:0029- cosedimentation through density gradients	GO:0051211;GO:0009798;GO:0005886;GO:0005737	anisotropic cell growth;axis specification;plasma membrane;cytoplasm	40.01.03;41.05.19;70.02;70.03	directional cell growth (morphogenesis);asymmetries and axis determination;eukaryotic plasma membrane / membrane attached;cytoplasm	16791850	Protein scribble homolog;Lethal	SCRIB;LLGL2	CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;	None	None	Analyses done to localize the association of the proteins showed that exogenously expressed Scrib and Lgl2 can interact in either location (at the membrane and in the cytosol).	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
930	Scrib-beta-PIX-GIT1 complex	Human	None	nontransformed mammary epithelial MCF10-2A cells	Q14155;Q14160;Q9Y2X7	8874;23513;28964	MI:0006-anti bait coimmunoprecipitation;MI:0069-mass spectrometry studies of complexes;MI:0096-pull down	GO:0006887;GO:0022008;GO:0048699;GO:0005886;GO:0030054	exocytosis;neurogenesis;generation of neurons;plasma membrane;cell junction	20.09.16.09.03;41.05.13;70.02;70.06	exocytosis;neurogenesis;eukaryotic plasma membrane / membrane attached;cell junction	15182672	Rho guanine nucleotide exchange factor 7;Protein scribble homolog;ARF GTPase-activating protein GIT1	ARHGEF7;SCRIB;GIT1	COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None	None	None	Yeast two-hybrid analysis showed that beta-PIX directly interacts with hScrib and hScrib PDZ domains. GIT1 had no affinity for Scrib but, as expected, directly bound to beta-PIX. The data highlight the important role of hScrib in the retention of beta-PIX at the plasma membrane upon membrane depolarization.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	2160	1.83777651730006	1.63240740740741	0	Cal33-HSC6
933	SCRIB-APC complex	Human	None	None	P25054;Q14160	324;23513	MI:0096- pull down;MI:0006- anti bait coimmunoprecipitation	GO:0051211;GO:0009798;GO:0007043;GO:0030182;GO:0030855;GO:0002009;GO:0007416	anisotropic cell growth;axis specification;cell-cell junction assembly;neuron differentiation;epithelial cell differentiation;morphogenesis of an epithelium;synapse assembly	40.01.03;41.05.19;42.06.04;43.03.13;45.03.09;41.05.13.01	directional cell growth (morphogenesis);asymmetries and axis determination;intercellular junction (gap junction/adherens junction);neuron;epithelium;synaptogenesis	16611247	Adenomatous polyposis coli protein;Protein scribble homolog	APC;SCRIB	DP2.5;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL	None	None	The in vitro translated APC bound to the PDZ domains 1 and 4 of hScrib. Mutational analysis provided the evidence that APC interacts with hScrib through its C terminal class 1 PDZ domain-binding sequence Threonine-X-Valine, which is shared by the C terminal sequences of the high-risk HPV E6 proteins.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
936	FACT complex	Human	None	None	Q08945;Q9Y5B9	6749;11198	MI:0006- anti bait coimmunoprecipitation	GO:0006265;GO:0006354;GO:0051276;GO:0005634	DNA topological change;DNA-templated transcription, elongation;chromosome organization;nucleus	10.01.09.05;11.02.03.01.04;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription elongation;organization of chromosome structure;nucleus	10421373	FACT complex subunit SSRP1;FACT complex subunit SPT16	SSRP1;SUPT16H	FACT80;FACT140 FACTP140	None	None	FACT (for facilitates chromatin transcription) is a chromatin-specific elongation factor required for transcription of chromatin templates in vitro.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
1045	Snurportin-CRM1-RanGTP complex	Human	None	None	O14980;O95149;P62826	7514;10073;5901	MI:0096- pull down	GO:0015031;GO:0008565;GO:0050658;GO:0051033;GO:0051169;GO:0005737;GO:0005634	protein transport;protein transporter activity;RNA transport;RNA transmembrane transporter activity;nuclear transport;cytoplasm;nucleus	20.01.10;20.01.21;20.09.01;70.03;70.10	protein transport;RNA transport;nuclear transport;cytoplasm;nucleus	10209022	Exportin-1 ;Snurportin-1 ;GTP-binding nuclear protein Ran	XPO1;SNUPN;RAN	CRM1;RNUT1 SPN1;ARA24	None	None	The complex is exported from the nucleus to the cytoplasm where  RanGTP is removed from CRM1 through the action of RanBP1 and RanGAP.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	2160	1.83777651730006	1.63240740740741	0	Cal33-HSC6
1055	ZNF198-PML complex	Human	None	None	P29590;Q9UBW7	5371;7750	MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;nucleus	11.02.03.04;70.10	transcriptional control;nucleus	17027752	Protein PML ;Zinc finger MYM-type protein 2	PML;ZMYM2	MYL PP8675 RNF71 TRIM19;FIM RAMP ZNF198	ZMYM2 is involved in myeloproliferative disorder.	None	The authors show by coimmunoprecipitation that PML and sumoylated ZNF198 are in a protein complex in the cell.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
1056	ZNF198-SUMO1 complex	Human	None	None	P63165;Q9UBW7	7341;7750	MI:0019- coimmunoprecipitation; MI:0018- two hybrid	GO:2001141;GO:0006355;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;nucleus	11.02.03.04;70.10	transcriptional control;nucleus	17027752	Small ubiquitin-related modifier 1 ;Zinc finger MYM-type protein 2	SUMO1;ZMYM2	SMT3C SMT3H3 UBL1;FIM RAMP ZNF198	ZMYM2 is involved in myeloproliferative disorder.	None	The results show that ZNF198 is covalently modified by SUMO-1.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
1079	P-TEFb.1 complex	Human	transcription elongation factor b.1 complex	None	O60563;P50750	904;1025	MI:0007- anti tag coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	9499409	Cyclin-T1;Cyclin-dependent kinase 9	CCNT1;CDK9	None;CDC2L4, TAK	None	None	Cyclin T activates CDK9 in the P-TEFb complex. P-TEFb works as a protein kinase that phosphorylates the C-terminal domain of the RNAPII largest subunit.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
1082	P-TEFb.1 complex	Human	transcription elongation factor b.1 complex	None	O60563;P50750	904;1025	MI:0018- two hybrid; MI:0071- molecular sieving	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	10574912	Cyclin-T1;Cyclin-dependent kinase 9	CCNT1;CDK9	None;CDC2L4, TAK	None	None	Cyclin T activates CDK9 in the P-TEFb complex. P-TEFb works as a protein kinase that phosphorylates the C-terminal domain of the RNAPII largest subunit.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
1083	P-TEFb.4 complex	Human	transcription elongation factor b.4 complex	None	O75909;P50750	8812;1025	MI:0018- two hybrid; MI:0071- molecular sieving	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	10574912	Cyclin-K;Cyclin-dependent kinase 9	CCNK;CDK9	CPR4;CDC2L4, TAK	None	None	Cyclin K functions as regulatory subunit of CDK9.	Homo sapiens (Human);Homo sapiens (Human)	2	2	2160	1.2251843448667	1.63240740740741	0	Cal33-HSC6
