ComplexID	ComplexName	Organism	Synonyms	Cell.line	subunits.UniProt.IDs.	subunits.Entrez.IDs.	Protein.complex.purification.method	GO.ID	GO.description	FunCat.ID	FunCat.description	PubMed.ID	subunits.Protein.name.	subunits.Gene.name.	subunits.Gene.name.syn.	Disease.comment	Subunits.comment	Complex.comment	SWISSPROT.organism	Num.Uniprot.IDs	MyListOverlap	querysize	expected	FCEnrichment	pvalue	Comparisons
745	NCOR-SIN3-RPD3 complex	Human	None	MCF-7 cells	O75182;Q92769;Q96ST3;Q9Y618	23309;3066;25942;9612	MI:0006- anti bait coimmunoprecipitation	GO:0006265;GO:0045892;GO:0032774;GO:0006473;GO:0006476;GO:0009755;GO:0023052;GO:0051276;GO:0005634	DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein acetylation;protein deacetylation;hormone-mediated signaling pathway;signaling;chromosome organization;nucleus	10.01.09.05;11.02.03.04.03;11.02;14.07.04;30.01.09.08;30.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription repression;RNA synthesis;modification by acetylation, deacetylation;hormone mediated signal transduction;cellular signalling;organization of chromosome structure;nucleus	9139820	Paired amphipathic helix protein Sin3b;Histone deacetylase 2;Paired amphipathic helix protein Sin3a;Nuclear receptor corepressor 2	SIN3B;HDAC2;SIN3A;NCOR2	KIAA0700;None;None;CTG26	None	None	The authors predict that the ligand-induced switch of heterodimeric nuclear receptors from repressor to activator functions involves the exchange of complexes containing histone deacetylases with those that have histone acetylase activity.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	4	1377	1.56211003970505	2.56063907044299	0	Cal33-HSC6
747	NCOR-SIN3-HDAC1 complex	Human	None	HL-60 cells	Q13547;Q96ST3;Q9Y618	3065;25942;9612	MI:0096- pull down	GO:0006265;GO:0045892;GO:0032774;GO:0006473;GO:0006476;GO:0009755;GO:0023052;GO:0051276;GO:0005634	DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein acetylation;protein deacetylation;hormone-mediated signaling pathway;signaling;chromosome organization;nucleus	10.01.09.05;11.02.03.04.03;11.02;14.07.04;30.01.09.08;30.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription repression;RNA synthesis;modification by acetylation, deacetylation;hormone mediated signal transduction;cellular signalling;organization of chromosome structure;nucleus	9150137	Histone deacetylase 1;Paired amphipathic helix protein Sin3a;Nuclear receptor corepressor 2	HDAC1;SIN3A;NCOR2	RPD3L1;None;CTG26	None	None	N-CoR directly interact with mSin3A.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	1377	1.17158252977879	2.56063907044299	0	Cal33-HSC6
749	MeCP2-SIN3A-HDAC complex	Human	None	HeLa cells	P51608;Q13547;Q92769;Q96ST3	4204;3065;3066;25942	MI:0096- pull down	GO:0006265;GO:0045892;GO:0032774;GO:0006473;GO:0006476;GO:0003677;GO:0009792;GO:0051276;GO:0005634	DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein acetylation;protein deacetylation;DNA binding;embryo development ending in birth or egg hatching;chromosome organization;nucleus	10.01.09.05;11.02.03.04.03;11.02;14.07.04;16.03.01;41.05.04.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription repression;RNA synthesis;modification by acetylation, deacetylation;DNA binding;early embryogenesis;organization of chromosome structure;nucleus	9620804	Methyl-CpG-binding protein 2 ;Histone deacetylase 1;Histone deacetylase 2;Paired amphipathic helix protein Sin3a	MECP2;HDAC1;HDAC2;SIN3A	;RPD3L1;None;None	None	None	MeCp binds specifically to methylated DNA, thus linking two global mechanisms of gene regulation, DNA methylation and histone deacetylation.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	4	1377	1.56211003970505	2.56063907044299	0	Cal33-HSC6
755	Exon junction complex (F4A3-MLN51-UPF3B-MAGOH-Y14-PYM)	Human	RNA-protein complex	None	O15234;P38919;P61326;Q0VAK7;Q9BRP8;Q9Y5S9	22794;9775;4116;65109;84305;9939	MI:0007- anti tag coimmunoprecipitation	GO:0043488;GO:0006417;GO:0003723;GO:0050658;GO:0051033;GO:0051169;GO:0005737;GO:0005634	regulation of mRNA stability;regulation of translation;RNA binding;RNA transport;RNA transmembrane transporter activity;nuclear transport;cytoplasm;nucleus	11.04.03.11;12.07;16.03.03;20.01.21;20.09.01;70.03;70.10	control of mRNA stability;translational control;RNA binding;RNA transport;nuclear transport;cytoplasm;nucleus	16209946	Protein CASC3 ;Eukaryotic initiation factor 4A-III;Protein mago nashi homolog;UPF3B protein;Partner of Y14 and mago ;RNA-binding protein 8A	CASC3;EIF4A3;MAGOH;UPF3B;PYM1;RBM8A	MLN51;DDX48, KIAA0111;MAGOHA;;PYM WIBG;RBM8, Y14	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	6	4	1377	2.34316505955757	1.70709271362866	0.036641159896924	Cal33-HSC6
769	Exon junction complex (EIF4A3-MLN51-MAGOH-Y14),  RNA-protein complex	Human	None	None	O15234;P38919;P61326;Q9Y5S9	22794;9775;4116;9939	MI:0071- molecular sieving; MI:0114- x-ray crystallography	GO:0043488;GO:0006417;GO:0003723;GO:0005524;GO:0050658;GO:0051033;GO:0051169;GO:0005737;GO:0005634	regulation of mRNA stability;regulation of translation;RNA binding;ATP binding;RNA transport;RNA transmembrane transporter activity;nuclear transport;cytoplasm;nucleus	11.04.03.11;12.07;16.03.03;16.19.03;20.01.21;20.09.01;70.03;70.10	control of mRNA stability;translational control;RNA binding;ATP binding;RNA transport;nuclear transport;cytoplasm;nucleus	16923391	Protein CASC3 ;Eukaryotic initiation factor 4A-III;Protein mago nashi homolog;RNA-binding protein 8A	CASC3;EIF4A3;MAGOH;RBM8A	MLN51;DDX48, KIAA0111;MAGOHA;RBM8, Y14	None	None	The DEAD-box protein eIF4AIII encloses an ATP molecule and provides the binding sites for six ribonucleotides. Btz wraps around eIF4AIII and stacks against the 5' nucleotide. An intertwined network of interactions anchors Mago-Y14 and Btz at the interface between the two domains of eIF4AIII, effectively stabilizing the ATP bound state.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1377	1.56211003970505	1.92047930283224	0.0231980688384475	Cal33-HSC6
772	eIF4AIII-Btz complex	Human	None	None	O15234;P38919	22794;9775	MI:0071- molecular sieving; MI:0114- x-ray crystallography	GO:0043488	regulation of mRNA stability	11.04.03.11	control of mRNA stability	16923391	Protein CASC3 ;Eukaryotic initiation factor 4A-III	CASC3;EIF4A3	MLN51;DDX48, KIAA0111	None	None	The 3.0 Angstroem resolution structure of the eIF4AIII-Btz subcomplex reveals a dramatic conformational change of the helicase domains as compared to EJC bound eIF4AIII. More generally, the authors propose that similarly to what observed for protein kinases, members of the DEAD-box family of proteins are likely to adopt a similar structure in their 'on' state (when bound to ATP and RNA) despite having different conformations in their 'off' states.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1377	0.781055019852524	2.56063907044299	0	Cal33-HSC6
805	SNARE complex (STX4, SNAP23)	Human	None	None	O00161;Q12846	8773;6810	MI:0019- coimmunoprecipitation	GO:0006906;GO:0048489;GO:0016079	vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis	20.09.07.27;20.09.16.09.05	vesicle fusion;synaptic vesicle exocytosis	10961877	Synaptosomal-associated protein 23;Syntaxin-4	SNAP23;STX4	None;STX4A	None	None	SNARE (N-ethylmaleimide-sensitive factor attachment protein receptor) complexes are responsible for membrane fusion in the secretory pathway.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1377	0.781055019852524	2.56063907044299	0	Cal33-HSC6
817	MRIP-MBS complex	Human	None	None	O14974;Q6WCQ1	4659;23164	MI:0096- pull down	GO:0005515	protein binding	16.01	protein binding	14506264	Protein phosphatase 1 regulatory subunit 12A ;Myosin phosphatase Rho-interacting protein	PPP1R12A;MPRIP	MBS MYPT1;KIAA0864 MRIP RHOIP3	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	1377	0.781055019852524	2.56063907044299	0	Cal33-HSC6
921	Remodeling and spacing factor (RSF) complex	Human	None	None	O60264;Q96T23	8467;51773	MI:0091- chromatography technologies	GO:0009117;GO:0006265;GO:0006352;GO:0051276;GO:0005634	nucleotide metabolic process;DNA topological change;DNA-templated transcription, initiation;chromosome organization;nucleus	01.03;10.01.09.05;11.02.03.01.01;42.10.03;70.10	nucleotide/nucleoside/nucleobase metabolism;DNA conformation modification (e.g. chromatin);transcription initiation;organization of chromosome structure;nucleus	9836642	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Remodeling and spacing factor 1	SMARCA5;RSF1	SNF2H WCRF135;HBXAP XAP8	None	None	RSF facilitates transcription initiation by remodeling nucleosomes in the promoter region to allow the formation of preinitiation complexes.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1377	0.781055019852524	2.56063907044299	0	Cal33-HSC6
926	SCRIB-LGL2 complex	Human	None	MDCK cells, HEK 293 cells	Q14160;Q6P1M3	23513;3993	MI:0276- blue native page; MI:0019- coimmunoprecipitation; MI:0029- cosedimentation through density gradients	GO:0051211;GO:0009798;GO:0005886;GO:0005737	anisotropic cell growth;axis specification;plasma membrane;cytoplasm	40.01.03;41.05.19;70.02;70.03	directional cell growth (morphogenesis);asymmetries and axis determination;eukaryotic plasma membrane / membrane attached;cytoplasm	16791850	Protein scribble homolog;Lethal	SCRIB;LLGL2	CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;	None	None	Analyses done to localize the association of the proteins showed that exogenously expressed Scrib and Lgl2 can interact in either location (at the membrane and in the cytosol).	Homo sapiens (Human);Homo sapiens (Human)	2	2	1377	0.781055019852524	2.56063907044299	0	Cal33-HSC6
1083	P-TEFb.4 complex	Human	transcription elongation factor b.4 complex	None	O75909;P50750	8812;1025	MI:0018- two hybrid; MI:0071- molecular sieving	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	10574912	Cyclin-K;Cyclin-dependent kinase 9	CCNK;CDK9	CPR4;CDC2L4, TAK	None	None	Cyclin K functions as regulatory subunit of CDK9.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1377	0.781055019852524	2.56063907044299	0	Cal33-HSC6
1087	BIRC5-AURKB-INCENP-EVI5 complex	Human	None	None	O15392;O60447;Q96GD4;Q9NQS7	332;7813;9212;3619	MI:0019- coimmunoprecipitation; MI:0096- pull down	GO:0000910;GO:0000917	cytokinesis;barrier septum assembly	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis	16764853	Baculoviral IAP repeat-containing protein 5;Ecotropic viral integration site 5 protein homolog ;Aurora kinase B;Inner centromere protein	BIRC5;EVI5;AURKB;INCENP	API4, IAP4;NB4S;AIK2, AIM1, AIRK2, ARK2 STK1, STK12, STK5;	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1377	1.56211003970505	1.92047930283224	0.0231980688384475	Cal33-HSC6
1106	TFIIIC containing-TOP1-SUB1 complex	Human	None	HeLa S3 cells	P11387;P53999;Q12789;Q8WUA4;Q9UKN8;Q9Y5Q8;Q9Y5Q9	7150;10923;2975;2976;9329;9328;9330	MI:0007- anti tag coimmunoprecipitation	GO:2001141;GO:0006355;GO:0003677;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus	11.02.03.04;16.03.01;70.10	transcriptional control;DNA binding;nucleus	9660958	DNA topoisomerase 1;Activated RNA polymerase II transcriptional coactivator p15 ;General transcription factor 3C polypeptide 1 ;General transcription factor 3C polypeptide 2 ;General transcription factor 3C polypeptide 4 ;General transcription factor 3C polypeptide 5 ;General transcription factor 3C polypeptide 3	TOP1;SUB1;GTF3C1;GTF3C2;GTF3C4;GTF3C5;GTF3C3	None;PC4 RPO2TC1;;KIAA0011;;;	None	At the time of annotation, the additional members of subcomplex TFIIIC1, 70 kDa, 50 kDa, 45kDa -and 40 kDa protein were unidentified.	The authors differentiate two forms of the isolated complexes, the sucrose gradient centrifugation isolated complex and the immunopurified complex of Hela S3 cell line (C alpha 12), which is called holo TFIIIC. Only the holo TFIIIC shows the further additional components topo I and PC4.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	7	5	1377	2.73369256948383	1.82902790745928	0.0164320924752751	Cal33-HSC6
1121	WNK1-OSR1 complex	Human	None	None	O95747;Q9H4A3	9943;65125	MI:0019- coimmunoprecipitation	GO:0005515;GO:0050789;GO:0006970;GO:0007588;GO:0030104;GO:0043575;GO:0005034	protein binding;regulation of biological process;response to osmotic stress;excretion;water homeostasis;detection of osmotic stimulus;osmosensor activity	16.01;18;34.11.03.13;34.01.05	protein binding;REGULATION OF METABOLISM AND PROTEIN FUNCTION;osmosensing  and response;water homeostasis	17190791	Serine/threonine-protein kinase OSR1 ;Serine/threonine-protein kinase WNK1	OXSR1;WNK1	KIAA1101 OSR1;HSN2 KDP KIAA0344 PRKWNK1	WNK1 is mutated in Gordon's hypertension syndrome.	None	WNK1 and OSR1 regulate NKCC activity (sodium, potassium, two chloride cotransporter) (PMID:16832045).	Homo sapiens (Human);Homo sapiens (Human)	2	2	1377	0.781055019852524	2.56063907044299	0	Cal33-HSC6
1133	ATR-HDAC2 complex	Human	None	None	Q13535;Q92769	545;3066	MI:0004- affinity chromatography technologies; MI:0019- coimmunoprecipitation	GO:0006265;GO:0006473;GO:0006476;GO:0051276	DNA topological change;protein acetylation;protein deacetylation;chromosome organization	10.01.09.05;14.07.04;42.10.03	DNA conformation modification (e.g. chromatin);modification by acetylation, deacetylation;organization of chromosome structure	10545197	Serine/threonine-protein kinase ATR ;Histone deacetylase 2	ATR;HDAC2	FRP1;None	None	None	The ATR-HDAC2 complex is a robust biochemical entity that withstands ammonium sulfate precipitation and anion exchange chromatography.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1377	0.781055019852524	2.56063907044299	0	Cal33-HSC6
